Major ID,Major, Requirement Type, Course
1033,General Technology - Medical Assisting, Major Requirements, MED-103
1033,General Technology - Medical Assisting, Major Requirements, MED-122
1033,General Technology - Medical Assisting, Major Requirements, MED-125
1033,General Technology - Medical Assisting, Major Requirements, MED-131
1033,General Technology - Medical Assisting, Major Requirements, MED-134
1033,General Technology - Medical Assisting, Major Requirements, MED-135
1033,General Technology - Medical Assisting, Major Requirements, MED-136
1033,General Technology - Medical Assisting, Major Requirements, MED-141
1033,General Technology - Medical Assisting, Major Requirements, MED-142
1033,General Technology - Medical Assisting, Major Requirements, MED-151
1033,General Technology - Medical Assisting, Major Requirements, MED-152
1033,General Technology - Medical Assisting, Other Requirements, BIO-210
1033,General Technology - Medical Assisting, Other Requirements, BIO-211
1033,General Technology - Medical Assisting, Other Requirements, BUS-101
1033,General Technology - Medical Assisting, Other Requirements, MGT-101
1033,General Technology - Medical Assisting, Other Requirements, MGT-120
1033,General Technology - Medical Assisting, Other Requirements, MKT-101
1033,General Technology - Medical Assisting, Other Requirements, PSY-212
1033,General Technology - Medical Assisting, Other Requirements, PSY-203
1033,General Technology - Medical Assisting, Other Requirements, SOC-101
1039,Human Services, GenEd Requirements, ENG-101
1039,Human Services, GenEd Requirements, IDS-109
1039,Human Services, GenEd Requirements, PSY-201
1039,Human Services, Major Requirements, HUS-101
1039,Human Services, Major Requirements, HUS-102
1039,Human Services, Major Requirements, HUS-116
1039,Human Services, Major Requirements, HUS-208
1039,Human Services, Major Requirements, HUS-209
1039,Human Services, Major Requirements, HUS-220
1039,Human Services, Major Requirements, HUS-230
1039,Human Services, Major Requirements, HUS-231
1039,Human Services, Major Requirements, HUS-235
1039,Human Services, Major Requirements, HUS-250
1039,Human Services, Major Requirements, HUS-270
1047,Medical Laboratory Technology, GenEd Requirements, ENG-101
1047,Medical Laboratory Technology, GenEd Requirements, CHM-110
1047,Medical Laboratory Technology, GenEd Requirements, PSY-201
1047,Medical Laboratory Technology, Major Requirements, AHS-104
1047,Medical Laboratory Technology, Major Requirements, AHS-142
1047,Medical Laboratory Technology, Major Requirements, BIO-112
1047,Medical Laboratory Technology, Major Requirements, MLT-101
1047,Medical Laboratory Technology, Major Requirements, MLT-103
1047,Medical Laboratory Technology, Major Requirements, MLT-106
1047,Medical Laboratory Technology, Major Requirements, MLT-107
1047,Medical Laboratory Technology, Major Requirements, MLT-109
1047,Medical Laboratory Technology, Major Requirements, MLT-111
1047,Medical Laboratory Technology, Major Requirements, MLT-115
1047,Medical Laboratory Technology, Major Requirements, MLT-116
1047,Medical Laboratory Technology, Major Requirements, MLT-135
1047,Medical Laboratory Technology, Major Requirements, MLT-206
1047,Medical Laboratory Technology, Major Requirements, MLT-207
1047,Medical Laboratory Technology, Major Requirements, MLT-211
1047,Medical Laboratory Technology, Major Requirements, MLT-212
1047,Medical Laboratory Technology, Major Requirements, MLT-216
1047,Medical Laboratory Technology, Major Requirements, MLT-271
1047,Medical Laboratory Technology, Major Requirements, MLT-272
1047,Medical Laboratory Technology, Major Requirements, MLT-273
1047,Medical Laboratory Technology, Major Requirements, MLT-274
1049,Occupational Therapy Assistant, GenEd Requirements, ENG-101
1049,Occupational Therapy Assistant, GenEd Requirements, ENG-102
1049,Occupational Therapy Assistant, GenEd Requirements, PHI-101
1049,Occupational Therapy Assistant, GenEd Requirements, PSY-201
1049,Occupational Therapy Assistant, Major Requirements, AHS-104
1049,Occupational Therapy Assistant, Major Requirements, BIO-210
1049,Occupational Therapy Assistant, Major Requirements, BIO-211
1049,Occupational Therapy Assistant, Major Requirements, OTA-101
1049,Occupational Therapy Assistant, Major Requirements, OTA-102
1049,Occupational Therapy Assistant, Major Requirements, OTA-105
1049,Occupational Therapy Assistant, Major Requirements, OTA-142
1049,Occupational Therapy Assistant, Major Requirements, OTA-144
1049,Occupational Therapy Assistant, Major Requirements, OTA-155
1049,Occupational Therapy Assistant, Major Requirements, OTA-159
1049,Occupational Therapy Assistant, Major Requirements, OTA-161
1049,Occupational Therapy Assistant, Major Requirements, OTA-164
1049,Occupational Therapy Assistant, Major Requirements, OTA-176
1049,Occupational Therapy Assistant, Major Requirements, OTA-203
1049,Occupational Therapy Assistant, Major Requirements, OTA-245
1049,Occupational Therapy Assistant, Major Requirements, OTA-262
1049,Occupational Therapy Assistant, Major Requirements, OTA-264
1049,Occupational Therapy Assistant, Major Requirements, PSY-203
1049,Occupational Therapy Assistant, Major Requirements, SPC-205
1049,Occupational Therapy Assistant, Major Requirements, SPC-209
1051,Physical Therapist Assistant, GenEd Requirements, BIO-210
1051,Physical Therapist Assistant, GenEd Requirements, ENG-101
1051,Physical Therapist Assistant, GenEd Requirements, PSY-201
1051,Physical Therapist Assistant, Major Requirements, BIO-211
1051,Physical Therapist Assistant, Major Requirements, PTH-101
1051,Physical Therapist Assistant, Major Requirements, PTH-118
1051,Physical Therapist Assistant, Major Requirements, PTH-205
1051,Physical Therapist Assistant, Major Requirements, PTH-210
1051,Physical Therapist Assistant, Major Requirements, PTH-221
1051,Physical Therapist Assistant, Major Requirements, PTH-222
1051,Physical Therapist Assistant, Major Requirements, PTH-235
1051,Physical Therapist Assistant, Major Requirements, PTH-240
1051,Physical Therapist Assistant, Major Requirements, PTH-242
1051,Physical Therapist Assistant, Major Requirements, PTH-244
1051,Physical Therapist Assistant, Major Requirements, PTH-250
1051,Physical Therapist Assistant, Major Requirements, PTH-252
1051,Physical Therapist Assistant, Major Requirements, PTH-266
1051,Physical Therapist Assistant, Major Requirements, PTH-275
1051,Physical Therapist Assistant, Major Requirements, PTH-276
1052,Radiologic Technology, GenEd Requirements, ENG-101
1052,Radiologic Technology, GenEd Requirements, PSY-201
1052,Radiologic Technology, Major Requirements, BIO-210
1052,Radiologic Technology, Major Requirements, BIO-211
1052,Radiologic Technology, Major Requirements, RAD-101
1052,Radiologic Technology, Major Requirements, RAD-102
1052,Radiologic Technology, Major Requirements, RAD-121
1052,Radiologic Technology, Major Requirements, RAD-127
1052,Radiologic Technology, Major Requirements, RAD-128
1052,Radiologic Technology, Major Requirements, RAD-129
1052,Radiologic Technology, Major Requirements, RAD-139
1052,Radiologic Technology, Major Requirements, RAD-150
1052,Radiologic Technology, Major Requirements, RAD-155
1052,Radiologic Technology, Major Requirements, RAD-165
1052,Radiologic Technology, Major Requirements, RAD-180
1052,Radiologic Technology, Major Requirements, RAD-181
1052,Radiologic Technology, Major Requirements, RAD-201
1052,Radiologic Technology, Major Requirements, RAD-205
1052,Radiologic Technology, Major Requirements, RAD-225
1052,Radiologic Technology, Major Requirements, RAD-230
1052,Radiologic Technology, Major Requirements, RAD-235
1052,Radiologic Technology, Major Requirements, RAD-236
1052,Radiologic Technology, Major Requirements, RAD-257
1052,Radiologic Technology, Major Requirements, RAD-267
1052,Radiologic Technology, Major Requirements, RAD-280
1052,Radiologic Technology, Major Requirements, RAD-281
1053,Respiratory Care, GenEd Requirements, BIO-210
1053,Respiratory Care, GenEd Requirements, BIO-211
1053,Respiratory Care, GenEd Requirements, ENG-101
1053,Respiratory Care, GenEd Requirements, PSY-201
1053,Respiratory Care, Major Requirements, AHS-104
1053,Respiratory Care, Major Requirements, BIO-225
1053,Respiratory Care, Major Requirements, RES-110
1053,Respiratory Care, Major Requirements, RES-111
1053,Respiratory Care, Major Requirements, RES-112
1053,Respiratory Care, Major Requirements, RES-121
1053,Respiratory Care, Major Requirements, RES-131
1053,Respiratory Care, Major Requirements, RES-140
1053,Respiratory Care, Major Requirements, RES-142
1053,Respiratory Care, Major Requirements, RES-150
1053,Respiratory Care, Major Requirements, RES-152
1053,Respiratory Care, Major Requirements, RES-205
1053,Respiratory Care, Major Requirements, RES-210
1053,Respiratory Care, Major Requirements, RES-220
1053,Respiratory Care, Major Requirements, RES-235
1053,Respiratory Care, Major Requirements, RES-243
1053,Respiratory Care, Major Requirements, RES-246
1053,Respiratory Care, Major Requirements, RES-247
1053,Respiratory Care, Major Requirements, RES-249
1053,Respiratory Care, Major Requirements, RES-253
1053,Respiratory Care, Major Requirements, RES-254
1054,Veterinary Technology, GenEd Requirements, BIO-101
1054,Veterinary Technology, GenEd Requirements, ENG-101
1054,Veterinary Technology, GenEd Requirements, PHI-110
1054,Veterinary Technology, GenEd Requirements, PSY-201
1054,Veterinary Technology, Major Requirements, BIO-225
1054,Veterinary Technology, Major Requirements, VET-101
1054,Veterinary Technology, Major Requirements, VET-104
1054,Veterinary Technology, Major Requirements, VET-105
1054,Veterinary Technology, Major Requirements, VET-112
1054,Veterinary Technology, Major Requirements, VET-117
1054,Veterinary Technology, Major Requirements, VET-119
1054,Veterinary Technology, Major Requirements, VET-140
1054,Veterinary Technology, Major Requirements, VET-142
1054,Veterinary Technology, Major Requirements, VET-152
1054,Veterinary Technology, Major Requirements, VET-160
1054,Veterinary Technology, Major Requirements, VET-170
1054,Veterinary Technology, Major Requirements, VET-203
1054,Veterinary Technology, Major Requirements, VET-207
1054,Veterinary Technology, Major Requirements, VET-216
1054,Veterinary Technology, Major Requirements, VET-240
1054,Veterinary Technology, Major Requirements, VET-250
1054,Veterinary Technology, Major Requirements, VET-260
1054,Veterinary Technology, Major Requirements, VET-280
